masjid_id,name,address,district,state,detail_url,source_list_url,type,lat,lon,geohash,geocode_provider,geocode_relevance,geocode_label,geocode_place_id,geocode_time_utc,checkin_radius_m
1001018,MASJID JAMEK AL - AMANIAH,"MASJID DAERAH GOMBAK, 68100 BATU CAVES, SELANGOR DARUL EHSAN",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001018,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=1,masjid,3.2421790,101.6800200,w2863y1,aws_location,0.9002025882540806,"68100, Batu, Gombak, Selangor, Malaysia",,2026-01-08T16:37:04.389705+00:00,100
1001019,MASJID AL-ITTIFAQIAH,"JALAN SG 1/26, TAMAN SRI GOMBAK,68100 BATU CAVES, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001019,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=4,masjid,3.2459140,101.6986190,w2866ny,aws_location,0.9003278192565517,"1, Jalan SG 1/26, Taman Sri Gombak, Batu, 68100, Gombak, Selangor, Malaysia",,2026-01-08T16:37:05.518404+00:00,100
1001020,MASJID AL - FIRDAUS BANDAR BARU SELAYANG,"PERSIARAN PEGAWAI, BANDAR BARU SELAYANG 68100 BATU CAVES SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001020,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=3,masjid,3.2628520,101.6544950,w28691y,aws_location,0.9000281976220067,"Masjid Al-Firdaus Bandar Baru Selayang, KM16, Jalan Rawang, Persiaran Pegawai, 68100, Selangor",,2026-01-08T16:37:06.644402+00:00,100
1001021,MASJID JAMEK AL - HIKMAH,"LOT 1623, KG. SETIA, BATU 20, KUANG, 48050 RAWANG, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001021,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=1,masjid,3.2543900,101.5503400,w284wb6,aws_location,0.9386464230993659,"Masjid Jamek Al - Hikmah, Kampung Setia, 48050, Selangor",,2026-01-08T16:37:07.677472+00:00,100
1001022,MASJID NURUL YAQIN,"KG. MELAYU SRI KUNDANG, 48050 RAWANG, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001022,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=1,masjid,3.2540116,101.5247586,w284w22,aws_location,0.8011013997781744,"Masjid Nurul Yaqin, Jalan C9, Kampung Melayu Sri Kundang, Rawang, 48020, Gombak, Selangor, Malaysia",,2026-01-08T16:37:08.593141+00:00,100
1001023,MASJID AL -ISLAHIAH,"BATU 17 3/4, KUANG, 48050 RAWANG, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001023,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=4,masjid,3.2625560,101.5251650,w284w3b,aws_location,0.7485776860727932,"48050, Rawang, Gombak, Selangor, Malaysia",,2026-01-08T16:37:09.613768+00:00,100
1001024,MASJID JAMEK BATU ARANG,"48100 BATU ARANG, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001024,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=1,masjid,3.3183800,101.4709300,w284vh0,aws_location,0.9002620610432032,"Masjid Jamek, Jalan Stesen, Batu Arang, Rawang, 48100, Gombak, Selangor, Malaysia",,2026-01-08T16:37:10.641552+00:00,100
1001025,MASJID JAMEK PEKAN SG. BULOH,"47000 SUNGAI BULOH, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001025,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=1,masjid,3.2070600,101.5782400,w284prz,aws_location,0.9574914338451159,"Masjid Jamek Pekan Sg. Buloh, Kampung Masjid Sungai Buloh, Sungai Buloh, 47000, Petaling, Selangor, Malaysia",,2026-01-08T16:37:11.561388+00:00,100
1001026,MASJID AL - FAIZIN,"JALAN SATU, DESA JAYA, 52100 KEPONG, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001026,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=2,masjid,3.2147980,101.6296400,w28629h,aws_location,0.7652597152662771,"Masjid Al-Faizin Jalan Satu - Main Entrance, Jalan 1, Taman Desa Jaya, Kepong, Batu, 52100, Gombak, Selangor, Malaysia",,2026-01-08T16:37:12.587864+00:00,100
1001027,MASJID NURUL IMAN,"BATU 18, JALAN KUALA LUMPUR - IPOH, PEKAN RAWANG, 48000 RAWANG, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001027,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=2,masjid,3.3064800,101.5891500,w284z9y,aws_location,0.9012561031288185,"8, Jalan Kuala Lumpur-Ipoh, Kampung Melayu Batu 16, Rawang, 48000, Gombak, Selangor, Malaysia",,2026-01-08T16:37:13.615327+00:00,100
1001028,MASJID batu 16,"KG. MELAYU BATU 16, 48000 RAWANG, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001028,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=2,masjid,3.3063970,101.5951600,w284zcg,aws_location,0.7485836989975225,"Masjid Batu 16, Kampung Melayu Batu 16, Rawang, 48000, Selangor",,2026-01-08T16:37:14.530633+00:00,100
1001029,MASJID AL - MUTTAQIN,"LOT 62/63, JALAN SURAU, SELAYANG PANDANG, 68100 BATU CAVES, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001029,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=3,masjid,3.2430240,101.6584510,w2863q3,aws_location,0.9002360691570692,"62, Jalan Surau, Kampung, Selayang Pandang, Batu, Gombak, Selangor, Malaysia",,2026-01-08T16:37:15.658542+00:00,100
1001030,MASJID BANDAR TASIK PUTERI,NO 47 JLN 8/9 BANDAR TASIK PUTERI RAWANG,GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001030,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=4,masjid,3.2880400,101.4807000,w284tnx,aws_location,0.7471271275157796,"47, Jalan 8/9, Bandar Tasik Puteri, Rawang, 48020, Gombak, Selangor, Malaysia",,2026-01-08T16:37:16.577401+00:00,100
1001031,MASJID AT-TAYYIBIN,"NO. 1B, JALAN BIDARA 1/9, SELAYANG",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001031,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=5,masjid,3.2425400,101.6405900,w2862yk,aws_location,0.9001881883107683,"Jalan Bidara 1/9, Selayang, Batu, Gombak, Selangor, Malaysia",,2026-01-08T16:37:17.501075+00:00,100
1001032,MASJID BUKIT ANTARA BANGSA,TAMAN BUKIT ANTARA BANGSA 68000 AMPANG SELANGOR.,GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001032,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=4,masjid,3.1776178,101.7689305,w2865f3,aws_location,0.864192160580317,"Masjid Bukit Antarabangsa, Taman Bukit Utama, 68000, Selangor",,2026-01-08T16:37:18.628625+00:00,100
1001033,MASJID AL -KHAIRIYAH,"JALAN SG 7/1, TMN. SERI GOMBAK, 68100 BATU CAVES, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001033,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=2,masjid,3.2466828,101.7028131,w2866r1,aws_location,0.9570959387813911,"Masjid Al-Khairiah, 20, Jalan SG 7/1, Taman Sri Gombak, Batu, 68100, Gombak, Selangor, Malaysia",,2026-01-08T16:37:19.754000+00:00,100
1001034,MASJID BUKIT INDAH,"LENGKUNGAN BUKIT INDAH 2, TAMAN BUKIT INDAH, 68000 AMPANG, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001034,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=3,masjid,3.1542420,101.7752700,w283gyn,aws_location,0.9001259139620217,"Masjid Bukit Indah - Ampang, Lengkungan Bukit Indah 2, Taman Bukit Indah, Ampang Jaya, Ulu Kelang, 68000, Gombak, Selangor, Malaysia",,2026-01-08T16:37:20.982376+00:00,100
1001035,MASJID CAHAYA IMAN,"NO.11, JALAN DESA 6/9, BANDAR COUNTRY HOMES, 48000 RAWANG, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001035,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=4,masjid,3.3381690,101.5321580,w284yrt,aws_location,0.900040219843958,"11, Jalan Desa 6/9, Bandar Country Homes, Rawang, Gombak, Selangor, Malaysia",,2026-01-08T16:37:22.005854+00:00,100
1001036,MASJID LAMA BATU 6,"JALAN GOMBAK, 53100 KUALA LUMPUR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001036,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=4,masjid,3.2232130,101.7138880,w2866dc,aws_location,0.7922498639823673,"Masjid Lama Batu 6, Jalan Gombak, Taman Kenangan, Setapak, 53100, Gombak, Selangor, Malaysia",,2026-01-08T16:37:22.927431+00:00,100
1001037,"MASJID AL-MARDHIYAH,","FASA 5, TAMAN MELAWATI,53100 KUALA LUMPUR.",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001037,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=4,masjid,3.2266750,101.7489270,w286777,aws_location,0.9001010160602425,"Masjid Al-Mardhiyah, Jalan Taman Melawati, Fasa 5 Taman Melawati, Setapak, 53100, Gombak, Selangor, Malaysia",,2026-01-08T16:37:23.950736+00:00,100
1001038,MASJID DARUL ULUM,"JALAN MP24,KAMPUNG MATANG PAGAR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001038,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=5,masjid,3.2396860,101.5620150,w284rjg,aws_location,0.8013228511680753,"B50, Jalan Mp 24, Kampung Matang Pagar, Rawang, Gombak, Selangor, Malaysia",,2026-01-08T16:37:24.770927+00:00,100
1001039,MASJID AL-IMAN,"PERSIMPANGAN JALAN 5, KEMENSAH HEIGHTS, AMPANG",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001039,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=4,masjid,3.2144200,101.7604800,w286795,aws_location,0.9001786330561639,"Masjid Al-Iman Persimpangan Jalan 5, Kemensah Heights, 53100, Selangor",,2026-01-08T16:37:25.691915+00:00,100
1001040,MASJID ANNUR,"KAMPUNG MELAYU WIRA DAMAI, 68100 BATU CAVES,SELANGOR.",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001040,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=4,masjid,3.2489500,101.6879700,w2863zq,aws_location,0.9032670490142561,"Masjid Annur, Kampung Melayu Wira Damai, 68100, Selangor",,2026-01-08T16:37:26.716520+00:00,100
1001041,MASJID HOSPITAL SUNGAI BULOH,"JALAN HOSPITAL, 47000 SUNGAI BULOH SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001041,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=5,masjid,3.2194272,101.5832867,w284rd4,aws_location,0.9042811877058644,"Hospital Sungai Buloh, Jalan Hospital, Sungai Buloh, Batu, 47000, Gombak, Selangor, Malaysia",,2026-01-08T16:37:27.639244+00:00,100
1001044,MASJID JAMEK FRIM,"INSTITUT PENYELIDIKAN PERHUTANAN MALAYSIA, 52109 KEPONG, SELANGOR DARUL EHSAN",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001044,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=1,masjid,3.2278500,101.6362400,w2862g9,aws_location,0.9001057386699308,"Forest Research Institute Malaysia, Jalan Frim, Institut Penyelidikan Perhutanan Malaysia, Kuala Lumpur, 52109, Selangor",,2026-01-08T16:37:28.762566+00:00,100
1001045,MASJID JAMEK SG. SERAI KUANG,"48000 RAWANG, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001045,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=1,masjid,3.2825300,101.5476400,w284wv8,aws_location,0.9000507442683728,"Masjid Jamek Sg. Serai Kuang , Kampung Sungai Serai, 48050, Selangor",,2026-01-08T16:37:29.790391+00:00,100
1001046,MASJID KAMPUNG GOMBAK,"BATU 19, KG. GOMBAK KUANG, 48050 RAWANG, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001046,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=3,masjid,3.2467500,101.5462600,w284qxp,aws_location,0.9001951788642959,"Kampung Gombak Batu 19, Kundang, Selangor, Malaysia, Selangor",,2026-01-08T16:37:31.017230+00:00,100
1001047,MASJID SULTAN HAJI AHMAD SHAH,"INTERNATIONAL ISLAMIC UNIVERSITY, MALAYSIA, LEVEL 2, CENTRAL COMPLEX, P.O BOX 10, 50728 KUALA LUMPUR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001047,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=5,masjid,3.2512005,101.7353724,w2867pc,aws_location,0.7488072791192084,"Masjid Sultan Haji Ahmad Shah - IIUM Kuantan, Jalan Gombak, Universiti Islam Antarabangsa, Setapak, 50728, Gombak, Selangor, Malaysia",,2026-01-08T16:37:31.939244+00:00,100
1001048,MASJID SERI MELATI,"TAMAN SERI MELATI, 68100 BATU CAVES SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001048,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=3,masjid,3.2401960,101.6528680,w2863jv,aws_location,0.9600568263312313,"Masjid Seri Melati, Jalan SJ 8, Taman Seri Melati, Batu, 68100, Gombak, Selangor, Malaysia",,2026-01-08T16:37:33.071710+00:00,100
1001049,MASJID TAMAN UKAY PERDANA,"UKAY PERDANA, HULU KELANG, SELANGOR",GOMBAK,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1001049,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1001&page=5,masjid,3.2060900,101.7798200,w286hp9,aws_location,0.7681282130177501,"Masjid Ukay Perdana, Jalan Ukay Perdana, Ulu Kelang, 68000, Gombak, Selangor, Malaysia",,2026-01-08T16:37:33.989445+00:00,100
1002001,MASJID AT - TAQWA,"JALAN ISKANDAR, KAMPUNG BUKIT KAPAR, 42200 KAPAR, KLANG",KLANG,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1002001,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1002&page=3,masjid,3.1615700,101.4147400,w281gxx,aws_location,0.9068684745699723,"Masjid at-Taqwa, Jalan Iskandar, Kapar, 42200, Klang, Selangor, Malaysia",,2026-01-08T16:37:35.012191+00:00,100
1002002,MASJID AL - EHSAN,"KG. TOK MUDA,42200 KAPAR, KLANG",KLANG,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1002002,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1002&page=1,masjid,3.1449710,101.3482180,w281fhx,aws_location,0.9022590473555931,"Tok Muda, jalan masjid kampung tok muda, Kapar, Klang, Selangor, Malaysia",,2026-01-08T16:37:36.036372+00:00,100
1002003,MASJID BADARIAH,"KAMPUNG BATU 12, JALAN KAPAR,42200 KAPAR, KLANG",KLANG,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1002003,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1002&page=1,masjid,3.0654204,101.4352732,w281knn,aws_location,0.7473560399630034,"lot 422 Jalan Kapar, Batu 9, Kapar, 42200, Jalan Kapar, Kapar, Klang, Selangor, Malaysia",,2026-01-08T16:37:37.059238+00:00,100
1002004,MASJID BANDAR BUKIT RAJA,"LOT 53247, JALAN MAKYONG 5/KU5, BANDAR BUKIT RAJA",KLANG,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1002004,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1002&page=32,masjid,3.0901277,101.4294909,w281s4d,aws_location,0.8281724104053176,"Masjid Bandar Bukit Raja - Rasmi, Lot 53247, Jalan Makyong 5, Bandar Bukit Raja, Kapar, 41050, Klang, Selangor, Malaysia",,2026-01-08T16:37:38.083796+00:00,100
1002005,MASJID AL - ANSAR,"PEKAN KAPAR, 42200 KAPAR, KLANG",KLANG,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1002005,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1002&page=1,masjid,3.1384374,101.3705152,w281fer,aws_location,0.9003508108100313,"Masjid Al-Ansar, Jalan Besar, Pekan Kapar, Kapar, 42200, Klang, Selangor, Malaysia",,2026-01-08T16:37:39.106307+00:00,100
1002006,MASJID ASY - SYARIF,"PERSIARAN HAMZAH ALANG, 42200 KAPAR, KLANG.",KLANG,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1002006,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1002&page=3,masjid,3.1381767,101.4246800,w281ggr,aws_location,0.7350958561078831,"1B, 1B, Persiaran Hamzah Alang, Lot 1894, Kapar, 42200, Klang, Selangor, Malaysia",,2026-01-08T16:37:40.130487+00:00,100
1002007,MASJID KAMPONG BATU 4,"LOT 3911, KAMPUNG BATU 4 1/2 JALAN KAPAR, RANTAU PANJANG, 42100 KLANG",KLANG,SELANGOR,https://masjid.islam.gov.my/maklumatDetailMS/1/1002007,https://masjid.islam.gov.my/maklumatMasjidSurau?negeri=&daerah=1002&page=1,masjid,3.0797838,101.4049721,w281e88,aws_location,0.7478409564902376,"Lot 663, Batu 4 3/4, Jalan Kapar, Kampung Batu Empat, Rantau Panjang, Kapar, 42100, Klang, Selangor, Malaysia",,2026-01-08T16:37:41.155401+00:00,100
